candidate,reference,video_tag,metric,reference_qp,reference_kbps,reference_metric,candidate_qp,candidate_kbps,candidate_metric,metric_difference,rate_saving_percent
v3_beta_low,original,fresh_ulong_102,LPIPS,3,155.41125,0.22789993113838136,1,91.545,0.23522729356773198,0.0073273624293506145,41.094997948990176
v3_beta_low,original,fresh_ulong_102,DISTS,3,155.41125,0.12158727552741766,0,70.335,0.12870446871966124,0.007117193192243576,54.7426585913182
v3_beta_low,original,fresh_ulong_103,LPIPS,0,167.85375,0.1013468625023961,0,158.73375,0.09273759601637721,-0.008609266486018896,5.433301311409489
v3_beta_low,original,fresh_ulong_103,DISTS,0,167.85375,0.08589303214102983,0,158.73375,0.08844269998371601,0.0025496678426861763,5.433301311409489
v3_beta_low,original,fresh_ulong_103,LPIPS,1,209.77125,0.09009590174537152,0,158.73375,0.09273759601637721,0.00264169427100569,24.33007383042244
v3_beta_low,original,fresh_ulong_103,DISTS,1,209.77125,0.07973845582455397,1,198.04875,0.07763765007257462,-0.002100805751979351,5.5882300362895325
v3_beta_low,original,fresh_ulong_103,LPIPS,2,267.9075,0.0804876679321751,1,198.04875,0.08210330724250525,0.0016156393103301525,26.07569776881946
v3_beta_low,original,fresh_ulong_103,DISTS,2,267.9075,0.07174810487776995,2,250.32375,0.07128428481519222,-0.00046382006257772446,6.563366087175626
v3_beta_low,original,fresh_ulong_103,LPIPS,3,337.8,0.07214005698915571,2,250.32375,0.07293866766849533,0.0007986106793396175,25.8958703374778
v3_beta_low,original,fresh_ulong_103,DISTS,3,337.8,0.06679034605622292,3,312.96,0.06506939325481653,-0.0017209528014063835,7.35346358792186
v3_beta_low,original,fresh_ulong_104,LPIPS,0,106.4475,0.15110041748266667,0,100.48125,0.1447322400053963,-0.006368177477270365,5.604875642922568
v3_beta_low,original,fresh_ulong_104,DISTS,0,106.4475,0.10818523913621902,0,100.48125,0.10633845627307892,-0.0018467828631401062,5.604875642922568
v3_beta_low,original,fresh_ulong_104,LPIPS,1,139.90125,0.12793638068251312,1,130.92375,0.12345907941926271,-0.0044773012632504106,6.417026295333306
v3_beta_low,original,fresh_ulong_104,DISTS,1,139.90125,0.10033024847507477,1,130.92375,0.09796843212097883,-0.002361816354095936,6.417026295333306
v3_beta_low,original,fresh_ulong_104,LPIPS,2,182.56875,0.113422283786349,2,166.99875,0.11080573627259582,-0.0026165475137531757,8.528294135770764
v3_beta_low,original,fresh_ulong_104,DISTS,2,182.56875,0.09147221129387617,2,166.99875,0.0920591913163662,0.0005869800224900246,8.528294135770764
v3_beta_low,original,fresh_ulong_104,LPIPS,3,239.70375,0.10218862083274871,3,215.6925,0.0998431701445952,-0.0023454506881535053,10.017052298931507
v3_beta_low,original,fresh_ulong_104,DISTS,3,239.70375,0.08630355633795261,3,215.6925,0.08588506188243628,-0.00041849445551633835,10.017052298931507
