sample,video,frame,group,split,stage,initialization,step,lambda,quantized,code_domain,code_l2,code_rms,residual_l2,gradient_l2,R_est_bpp,estimated_symbol_bits,elapsed_seconds,symbol_nonzero_fraction,mse,psnr,ms_ssim,lpips,L_image,selection_objective,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_CONTINUOUS,ms_ssim_minus_ENCODER_CONTINUOUS,lpips_minus_ENCODER_CONTINUOUS,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,selected,nondominated_psnr_lpips,diagnostic_container_bits,actual_frame_packet_bits,actual_frame_share_bits,R_actual_bpp,zero_grid_skip,roundtrip_exact,diagnostic_stream
c227e33d-910e-4e39-a325-0fe1d1116436_f0001,c227e33d-910e-4e39-a325-0fe1d1116436,1.0,network_train6,Train2,A6_ZERO_START,ZERO_START,0.0,0.0,False,physical prequantizer u,0.0,0.0,0.0,8.015608947625833e-06,0.0,0.0,0.4385610818862915,,0.0011981765550642131,29.214791825806202,0.8948575140545686,0.18397662043571472,0.0013821531754999279,0.0013821531754999279,0.0,0.0,0.0,-0.9864776219152809,-0.015681296389797206,0.04713061451911926,-0.9023165740777088,-0.014307790258944353,0.044121161103248596,False,False,,,,,,,
c227e33d-910e-4e39-a325-0fe1d1116436_f0001,c227e33d-910e-4e39-a325-0fe1d1116436,1.0,network_train6,Train2,A6_ZERO_START,ZERO_START,25.0,0.0,False,physical prequantizer u,97.50409530915451,1.5264858240718533,19.825740658848297,1.243730799854837e-06,0.0,0.0,7.1956330090761185,,0.001017002840773076,29.92677833969735,0.9038971916470163,0.1562618613243103,0.0011732647020973863,0.0011732647020973863,0.7119865138911479,0.009039677592447726,-0.02771475911140442,-0.274491108024133,-0.00664161879734948,0.019415855407714844,-0.19033006018656096,-0.005268112666496627,0.016406401991844177,False,False,,,,,,,
c227e33d-910e-4e39-a325-0fe1d1116436_f0001,c227e33d-910e-4e39-a325-0fe1d1116436,1.0,network_train6,Train2,A6_ZERO_START,ZERO_START,50.0,0.0,False,physical prequantizer u,146.80520308138094,2.2983246056812296,21.103502504431777,6.820586578287713e-07,0.0,0.0,13.966156154870987,,0.0009759183840764298,30.10586500803949,0.9065183767833128,0.15003442764282227,0.001125952811719252,0.001125952811719252,0.8910731822332885,0.011660862728744226,-0.033942192792892456,-0.09540443968199241,-0.00402043366105298,0.013188421726226807,-0.011243391844420358,-0.002646927530200127,0.01017896831035614,False,False,,,,,,,
c227e33d-910e-4e39-a325-0fe1d1116436_f0001,c227e33d-910e-4e39-a325-0fe1d1116436,1.0,network_train6,Train2,A6_ZERO_START,ZERO_START,100.0,0.0,False,physical prequantizer u,218.9690572317986,3.428093565864165,22.437873874480015,4.1022717123299303e-07,0.0,0.0,25.739047057926655,,0.0009374300162335349,30.280611446115344,0.9092425694323202,0.14476005733013153,0.0010821900735636665,0.0010821900735636665,1.0658196203091421,0.014385055377751588,-0.03921656310558319,0.07934199839386125,-0.001296241012045618,0.007914051413536072,0.1635030462314333,7.726511880723486e-05,0.004904597997665405,False,False,,,,,,,
c227e33d-910e-4e39-a325-0fe1d1116436_f0001,c227e33d-910e-4e39-a325-0fe1d1116436,1.0,network_train6,Train2,A6_ZERO_START,ZERO_START,150.0,0.0,False,physical prequantizer u,274.57611290988706,4.298655791397749,23.36869412982129,2.990581985524255e-07,0.0,0.0,37.459058068692684,,0.0009164953518604158,30.37869733283861,0.9106619880608613,0.14248040318489075,0.0010589757550453066,0.0010589757550453066,1.163905507032407,0.0158044740062927,-0.041496217250823975,0.17742788511712604,0.00012317761649549563,0.005634397268295288,0.2615889329546981,0.0014966837473483485,0.0026249438524246216,True,True,,,,,,,
c227e33d-910e-4e39-a325-0fe1d1116436_f0008,c227e33d-910e-4e39-a325-0fe1d1116436,8.0,network_train6,Train2,A6_ZERO_START,ZERO_START,0.0,0.0,False,physical prequantizer u,0.0,0.0,0.0,5.3204175905895785e-06,0.0,0.0,0.48254259675741196,,0.0010898709980745817,29.62624904022592,0.9031067629130028,0.17986352741718292,0.0012697345254917647,0.0012697345254917647,0.0,0.0,0.0,-0.7117764649071923,-0.012341437464498006,0.04498998820781708,-0.6351696814237435,-0.011333583115728185,0.04362154006958008,False,False,,,,,,,
c227e33d-910e-4e39-a325-0fe1d1116436_f0008,c227e33d-910e-4e39-a325-0fe1d1116436,8.0,network_train6,Train2,A6_ZERO_START,ZERO_START,25.0,0.0,False,physical prequantizer u,89.02203337400016,1.3936939935147943,16.107202873847267,1.0414210650977372e-06,0.0,0.0,7.226519018411636,,0.0009705157930699224,30.129973930037867,0.9099274009660677,0.1572565734386444,0.0011277723665085667,0.0011277723665085667,0.5037248898119451,0.006820638053064876,-0.022606953978538513,-0.2080515750952472,-0.0055207994114331305,0.022383034229278564,-0.13144479161179845,-0.004512945062663309,0.021014586091041565,False,False,,,,,,,
c227e33d-910e-4e39-a325-0fe1d1116436_f0008,c227e33d-910e-4e39-a325-0fe1d1116436,8.0,network_train6,Train2,A6_ZERO_START,ZERO_START,50.0,0.0,False,physical prequantizer u,137.35208175133664,2.1503302505950073,18.044421524773135,5.798102724679874e-07,0.0,0.0,13.932836383581161,,0.0009363920303345788,30.285422912552555,0.9120615243846596,0.15168850123882294,0.0010880805315734018,0.0010880805315734018,0.6591738723266332,0.008954761471656747,-0.028175026178359985,-0.052602592580559104,-0.0033866759928412593,0.016814962029457092,0.024004190902889633,-0.0023788216440714383,0.015446513891220093,False,False,,,,,,,
c227e33d-910e-4e39-a325-0fe1d1116436_f0008,c227e33d-910e-4e39-a325-0fe1d1116436,8.0,network_train6,Train2,A6_ZERO_START,ZERO_START,100.0,0.0,False,physical prequantizer u,212.57944955120325,3.3280603773618394,20.13037217583451,3.5436896503296744e-07,0.0,0.0,25.607776805758476,,0.0009029755827470302,30.443239932320104,0.9141457194996953,0.14653544127941132,0.0010495110240264416,0.0010495110240264416,0.8169908920941822,0.011038956586692406,-0.033328086137771606,0.10521442718698992,-0.0013024808778056007,0.011661902070045471,0.18182121067043866,-0.0002946265290357797,0.010293453931808472,False,False,,,,,,,
c227e33d-910e-4e39-a325-0fe1d1116436_f0008,c227e33d-910e-4e39-a325-0fe1d1116436,8.0,network_train6,Train2,A6_ZERO_START,ZERO_START,150.0,0.0,False,physical prequantizer u,272.15101429869264,4.26068939993258,21.625128315878605,2.7289517733141497e-07,0.0,0.0,37.36843705177307,,0.0008838091500396984,30.53641506517582,0.9154100970772586,0.14339569211006165,0.00102720484214976,0.00102720484214976,0.9101660249498984,0.012303334164255775,-0.03646783530712128,0.19838956004270614,-3.810330024223152e-05,0.0085221529006958,0.2749963435261549,0.0009697510485275895,0.007153704762458801,True,True,,,,,,,
